"BehaviorSpace results (NetLogo 6.2.0)"
"firefightersRTM.nlogo"
"experiment"
"09/07/2022 19:11:50:871 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","29","0","29"
"[run number]","nb-firefighters","propforest","communication?","nb-groups","[step]","count patches with [state = ""burned""]"
"3012","12","60","true","1","825","316"
"3020","12","60","true","1","334","209"
"3016","12","60","true","1","509","240"
"3010","12","60","true","1","1222","283"
"3019","12","60","true","1","509","334"
"3026","12","60","true","1","50","59"
"3022","12","60","true","1","490","392"
"3023","12","60","true","1","485","350"
"3015","12","60","true","1","1003","312"
"3030","12","60","true","1","56","62"
"3028","12","60","true","1","282","244"
"3031","12","60","true","1","45","31"
"3024","12","60","true","1","551","401"
"3021","12","60","true","1","687","325"
"3033","12","60","true","1","77","83"
"3032","12","60","true","1","123","84"
"3036","12","60","true","1","139","182"
"3029","12","60","true","1","432","342"
"3040","12","60","true","1","104","119"
"3037","12","60","true","1","307","122"
"3027","12","60","true","1","782","407"
"3035","12","60","true","1","546","429"
"3039","12","60","true","1","425","402"
"3044","12","60","true","1","37","30"
"3043","12","60","true","1","252","288"
"3025","12","60","true","1","1357","432"
"3041","12","60","true","1","582","242"
"3048","12","60","true","1","43","41"
"3050","12","60","true","1","53","61"
"3034","12","60","true","1","945","454"
"3051","12","60","true","1","67","6"
"3053","12","60","true","1","33","1"
"3054","12","60","true","1","36","2"
"3047","12","60","true","1","373","233"
"3046","12","60","true","1","573","402"
"3056","12","60","true","1","122","8"
"3058","12","60","true","1","19","26"
"3042","12","60","true","1","922","358"
"3055","12","60","true","1","289","241"
"3038","12","60","true","1","1311","492"
"3062","12","60","true","1","3","2"
"3063","12","60","true","1","2","1"
"3064","12","60","true","1","15","5"
"3065","12","60","true","1","37","13"
"3049","12","60","true","1","610","253"
"3045","12","60","true","1","768","423"
"3059","12","60","true","1","388","33"
"3061","12","60","true","1","256","292"
"3068","12","60","true","1","38","14"
"3071","12","60","true","1","36","22"
"3067","12","60","true","1","173","186"
"3072","12","60","true","1","44","15"
"3052","12","60","true","1","839","302"
"3074","12","60","true","1","42","29"
"3075","12","60","true","1","36","9"
"3073","12","60","true","1","159","37"
"3057","12","60","true","1","645","482"
"3077","12","60","true","1","85","84"
"3069","12","60","true","1","327","252"
"3079","12","60","true","1","93","37"
"3082","12","60","true","1","46","83"
"3060","12","60","true","1","992","351"
"3083","12","60","true","1","216","124"
"3080","12","60","true","1","402","123"
"3084","12","60","true","1","169","67"
"3081","12","60","true","1","437","353"
"3088","12","60","true","1","18","5"
"3078","12","60","true","1","592","301"
"3090","12","60","true","1","9","8"
"3070","12","60","true","1","896","424"
"3066","12","60","true","1","1171","316"
"3091","12","60","true","1","64","52"
"3087","12","60","true","1","238","125"
"3076","12","60","true","1","789","400"
"3089","12","60","true","1","347","205"
"3096","12","60","true","1","18","14"
"3097","12","60","true","1","16","17"
"3085","12","60","true","1","596","390"
"3093","12","60","true","1","446","366"
"3095","12","60","true","1","576","368"
"3101","12","60","true","2","199","69"
"3103","12","60","true","2","51","18"
"3086","12","60","true","1","984","280"
"3100","12","60","true","1","402","428"
"3099","12","60","true","1","459","384"
"3105","12","60","true","2","44","18"
"3098","12","60","true","1","460","252"
"3094","12","60","true","1","794","449"
"3102","12","60","true","2","167","184"
"3110","12","60","true","2","31","1"
"3109","12","60","true","2","84","68"
"3113","12","60","true","2","50","32"
"3104","12","60","true","2","269","280"
"3111","12","60","true","2","171","175"
"3112","12","60","true","2","157","183"
"3092","12","60","true","1","1106","248"
"3117","12","60","true","2","147","50"
"3107","12","60","true","2","497","254"
"3106","12","60","true","2","512","482"
"3119","12","60","true","2","231","141"
"3108","12","60","true","2","637","317"
"3121","12","60","true","2","174","151"
"3114","12","60","true","2","470","392"
"3115","12","60","true","2","620","381"
"3122","12","60","true","2","283","369"
"3126","12","60","true","2","102","93"
"3118","12","60","true","2","759","373"
"3127","12","60","true","2","89","1"
"3123","12","60","true","2","411","10"
"3130","12","60","true","2","86","53"
"3128","12","60","true","2","200","3"
"3116","12","60","true","2","1075","393"
"3133","12","60","true","2","102","206"
"3120","12","60","true","2","762","463"
"3124","12","60","true","2","591","396"
"3129","12","60","true","2","376","349"
"3138","12","60","true","2","105","152"
"3137","12","60","true","2","225","308"
"3135","12","60","true","2","345","197"
"3131","12","60","true","2","599","324"
"3125","12","60","true","2","756","381"
"3136","12","60","true","2","353","400"
"3132","12","60","true","2","581","294"
"3145","12","60","true","2","39","29"
"3144","12","60","true","2","100","68"
"3142","12","60","true","2","159","23"
"3146","12","60","true","2","65","13"
"3147","12","60","true","2","27","9"
"3150","12","60","true","2","17","12"
"3134","12","60","true","2","513","383"
"3139","12","60","true","2","546","356"
"3148","12","60","true","2","255","315"
"3141","12","60","true","2","476","320"
"3155","12","60","true","2","89","98"
"3143","12","60","true","2","482","325"
"3149","12","60","true","2","445","237"
"3151","12","60","true","2","402","395"
"3153","12","60","true","2","196","314"
"3152","12","60","true","2","455","366"
"3157","12","60","true","2","57","57"
"3156","12","60","true","2","147","103"
"3161","12","60","true","2","91","73"
"3163","12","60","true","2","176","224"
"3160","12","60","true","2","339","373"
"3164","12","60","true","2","202","1"
"3158","12","60","true","2","366","262"
"3167","12","60","true","2","98","30"
"3169","12","60","true","2","11","1"
"3166","12","60","true","2","130","89"
"3140","12","60","true","2","1245","481"
"3154","12","60","true","2","719","366"
"3170","12","60","true","2","111","123"
"3172","12","60","true","2","193","176"
"3168","12","60","true","2","380","259"
"3159","12","60","true","2","790","317"
"3176","12","60","true","2","178","153"
"3165","12","60","true","2","671","351"
"3175","12","60","true","2","231","275"
"3171","12","60","true","2","539","275"
"3177","12","60","true","2","225","107"
"3182","12","60","true","2","74","8"
"3178","12","60","true","2","190","161"
"3180","12","60","true","2","255","221"
"3181","12","60","true","2","349","186"
"3174","12","60","true","2","777","354"
"3173","12","60","true","2","882","436"
"3179","12","60","true","2","442","278"
"3162","12","60","true","2","1275","396"
"3183","12","60","true","2","431","215"
"3188","12","60","true","2","127","8"
"3190","12","60","true","2","113","91"
"3186","12","60","true","2","218","250"
"3193","12","60","true","2","43","20"
"3184","12","60","true","2","517","426"
"3187","12","60","true","2","459","349"
"3191","12","60","true","2","392","276"
"3185","12","60","true","2","732","443"
"3194","12","60","true","2","372","325"
"3200","12","60","true","2","76","50"
"3198","12","60","true","2","138","94"
"3202","12","60","true","3","43","23"
"3197","12","60","true","2","248","323"
"3204","12","60","true","3","10","2"
"3189","12","60","true","2","739","414"
"3203","12","60","true","3","82","1"
"3192","12","60","true","2","627","446"
"3206","12","60","true","3","212","82"
"3205","12","60","true","3","329","295"
"3209","12","60","true","3","100","119"
"3207","12","60","true","3","322","365"
"3211","12","60","true","3","47","67"
"3213","12","60","true","3","22","6"
"3196","12","60","true","2","853","262"
"3208","12","60","true","3","329","307"
"3195","12","60","true","2","963","372"
"3216","12","60","true","3","25","12"
"3217","12","60","true","3","62","40"
"3218","12","60","true","3","125","102"
"3219","12","60","true","3","168","56"
"3215","12","60","true","3","244","145"
"3214","12","60","true","3","274","202"
"3221","12","60","true","3","49","82"
"3223","12","60","true","3","53","73"
"3212","12","60","true","3","415","195"
"3226","12","60","true","3","13","1"
"3199","12","60","true","2","1028","385"
"3227","12","60","true","3","60","36"
"3225","12","60","true","3","127","130"
"3230","12","60","true","3","120","3"
"3210","12","60","true","3","730","303"
"3232","12","60","true","3","34","29"
"3222","12","60","true","3","392","376"
"3234","12","60","true","3","1","1"
"3229","12","60","true","3","285","244"
"3201","12","60","true","3","1334","459"
"3236","12","60","true","3","33","15"
"3220","12","60","true","3","567","404"
"3237","12","60","true","3","71","35"
"3239","12","60","true","3","81","45"
"3224","12","60","true","3","609","311"
"3238","12","60","true","3","269","20"
"3242","12","60","true","3","121","174"
"3235","12","60","true","3","424","444"
"3241","12","60","true","3","208","25"
"3233","12","60","true","3","548","434"
"3244","12","60","true","3","190","149"
"3240","12","60","true","3","463","333"
"3249","12","60","true","3","54","109"
"3228","12","60","true","3","1004","375"
"3251","12","60","true","3","19","20"
"3250","12","60","true","3","93","52"
"3231","12","60","true","3","827","451"
"3247","12","60","true","3","296","196"
"3248","12","60","true","3","344","284"
"3243","12","60","true","3","607","381"
"3255","12","60","true","3","94","101"
"3257","12","60","true","3","23","40"
"3256","12","60","true","3","144","22"
"3253","12","60","true","3","352","384"
"3254","12","60","true","3","362","400"
"3259","12","60","true","3","234","1"
"3252","12","60","true","3","526","419"
"3260","12","60","true","3","172","1"
"3264","12","60","true","3","17","12"
"3258","12","60","true","3","351","317"
"3265","12","60","true","3","128","74"
"3262","12","60","true","3","243","282"
"3245","12","60","true","3","944","310"
"3261","12","60","true","3","317","139"
"3267","12","60","true","3","181","13"
"3271","12","60","true","3","41","4"
"3246","12","60","true","3","1060","337"
"3268","12","60","true","3","172","74"
"3275","12","60","true","3","19","9"
"3266","12","60","true","3","375","348"
"3273","12","60","true","3","191","68"
"3270","12","60","true","3","325","282"
"3263","12","60","true","3","599","387"
"3279","12","60","true","3","81","95"
"3278","12","60","true","3","168","258"
"3282","12","60","true","3","12","12"
"3272","12","60","true","3","383","360"
"3277","12","60","true","3","284","223"
"3284","12","60","true","3","18","5"
"3280","12","60","true","3","180","20"
"3276","12","60","true","3","382","171"
"3274","12","60","true","3","523","297"
"3288","12","60","true","3","199","15"
"3285","12","60","true","3","299","303"
"3269","12","60","true","3","801","334"
"3289","12","60","true","3","273","116"
"3287","12","60","true","3","420","327"
"3286","12","60","true","3","528","276"
"3281","12","60","true","3","624","359"
"3293","12","60","true","3","127","51"
"3296","12","60","true","3","71","17"
"3297","12","60","true","3","110","6"
"3292","12","60","true","3","492","443"
"3300","12","60","true","3","16","1"
"3294","12","60","true","3","369","387"
"3298","12","60","true","3","284","179"
"3291","12","60","true","3","647","395"
"3302","12","60","true","4","86","99"
"3295","12","60","true","3","472","257"
"3283","12","60","true","3","1061","356"
"3304","12","60","true","4","98","34"
"3308","12","60","true","4","52","6"
"3307","12","60","true","4","113","92"
"3303","12","60","true","4","246","132"
"3290","12","60","true","3","780","373"
"3309","12","60","true","4","161","81"
"3312","12","60","true","4","85","1"
"3313","12","60","true","4","167","161"
"3311","12","60","true","4","262","152"
"3299","12","60","true","3","720","461"
"3310","12","60","true","4","318","203"
"3306","12","60","true","4","435","12"
"3301","12","60","true","4","641","347"
"3314","12","60","true","4","213","205"
"3320","12","60","true","4","60","4"
"3316","12","60","true","4","137","185"
"3315","12","60","true","4","192","348"
"3321","12","60","true","4","116","203"
"3322","12","60","true","4","128","173"
"3326","12","60","true","4","9","4"
"3319","12","60","true","4","243","171"
"3328","12","60","true","4","123","66"
"3318","12","60","true","4","410","130"
"3305","12","60","true","4","846","453"
"3325","12","60","true","4","258","63"
"3317","12","60","true","4","488","4"
"3327","12","60","true","4","205","64"
"3324","12","60","true","4","348","402"
"3333","12","60","true","4","153","212"
"3335","12","60","true","4","70","10"
"3334","12","60","true","4","149","209"
"3338","12","60","true","4","129","15"
"3339","12","60","true","4","10","5"
"3330","12","60","true","4","386","346"
"3323","12","60","true","4","726","463"
"3329","12","60","true","4","514","368"
"3331","12","60","true","4","539","275"
"3337","12","60","true","4","324","315"
"3342","12","60","true","4","84","91"
"3340","12","60","true","4","226","161"
"3344","12","60","true","4","51","62"
"3336","12","60","true","4","369","417"
"3343","12","60","true","4","147","60"
"3348","12","60","true","4","71","37"
"3347","12","60","true","4","91","134"
"3352","12","60","true","4","2","1"
"3341","12","60","true","4","353","382"
"3346","12","60","true","4","214","107"
"3345","12","60","true","4","225","129"
"3354","12","60","true","4","26","22"
"3356","12","60","true","4","23","16"
"3358","12","60","true","4","24","24"
"3350","12","60","true","4","152","46"
"3332","12","60","true","4","783","215"
"3355","12","60","true","4","150","37"
"3362","12","60","true","4","8","4"
"3361","12","60","true","4","98","90"
"3360","12","60","true","4","188","90"
"3351","12","60","true","4","347","310"
"3359","12","60","true","4","214","126"
"3364","12","60","true","4","51","1"
"3363","12","60","true","4","153","91"
"3357","12","60","true","4","286","353"
"3369","12","60","true","4","72","61"
"3353","12","60","true","4","525","344"
"3370","12","60","true","4","122","90"
"3371","12","60","true","4","229","209"
"3367","12","60","true","4","364","240"
"3372","12","60","true","4","235","140"
"3365","12","60","true","4","489","390"
"3377","12","60","true","4","51","32"
"3375","12","60","true","4","161","47"
"3379","12","60","true","4","85","48"
"3376","12","60","true","4","348","382"
"3373","12","60","true","4","563","464"
"3378","12","60","true","4","362","369"
"3374","12","60","true","4","598","392"
"3366","12","60","true","4","1077","410"
"3385","12","60","true","4","52","29"
"3381","12","60","true","4","322","435"
"3383","12","60","true","4","216","209"
"3380","12","60","true","4","561","331"
"3349","12","60","true","4","1593","283"
"3387","12","60","true","4","136","91"
"3388","12","60","true","4","171","80"
"3392","12","60","true","4","42","43"
"3389","12","60","true","4","218","358"
"3384","12","60","true","4","471","406"
"3390","12","60","true","4","296","372"
"3368","12","60","true","4","1338","368"
"3382","12","60","true","4","788","428"
"3391","12","60","true","4","472","281"
"3386","12","60","true","4","641","443"
"3398","12","60","true","4","150","213"
"3393","12","60","true","4","394","284"
"3401","12","60","true","6","78","9"
"3394","12","60","true","4","495","400"
"3402","12","60","true","6","115","37"
"3395","12","60","true","4","498","342"
"3403","12","60","true","6","163","1"
"3396","12","60","true","4","470","418"
"3397","12","60","true","4","525","332"
"3400","12","60","true","4","333","202"
"3399","12","60","true","4","491","281"
"3406","12","60","true","6","272","1"
"3408","12","60","true","6","228","336"
"3404","12","60","true","6","422","355"
"3407","12","60","true","6","361","162"
"3415","12","60","true","6","149","7"
"3405","12","60","true","6","596","392"
"3411","12","60","true","6","367","263"
"3410","12","60","true","6","447","189"
"3414","12","60","true","6","288","266"
"3416","12","60","true","6","152","22"
"3421","12","60","true","6","15","5"
"3409","12","60","true","6","491","381"
"3419","12","60","true","6","213","261"
"3418","12","60","true","6","302","85"
"3417","12","60","true","6","321","233"
"3424","12","60","true","6","121","29"
"3423","12","60","true","6","255","139"
"3426","12","60","true","6","95","111"
"3428","12","60","true","6","88","47"
"3413","12","60","true","6","775","247"
"3422","12","60","true","6","374","321"
"3430","12","60","true","6","92","47"
"3427","12","60","true","6","341","241"
"3412","12","60","true","6","1076","354"
"3432","12","60","true","6","221","267"
"3435","12","60","true","6","22","10"
"3437","12","60","true","6","5","2"
"3425","12","60","true","6","496","430"
"3420","12","60","true","6","853","270"
"3429","12","60","true","6","492","362"
"3436","12","60","true","6","188","130"
"3431","12","60","true","6","546","215"
"3441","12","60","true","6","122","4"
"3438","12","60","true","6","386","430"
"3440","12","60","true","6","350","264"
"3439","12","60","true","6","537","434"
"3446","12","60","true","6","224","115"
"3434","12","60","true","6","860","387"
"3443","12","60","true","6","590","416"
"3442","12","60","true","6","752","13"
"3449","12","60","true","6","202","36"
"3447","12","60","true","6","385","145"
"3451","12","60","true","6","201","220"
"3445","12","60","true","6","734","102"
"3448","12","60","true","6","460","72"
"3456","12","60","true","6","6","3"
"3452","12","60","true","6","148","44"
"3450","12","60","true","6","270","270"
"3457","12","60","true","6","22","9"
"3453","12","60","true","6","183","2"
"3461","12","60","true","6","48","11"
"3433","12","60","true","6","1296","404"
"3444","12","60","true","6","1165","409"
"3460","12","60","true","6","238","217"
"3464","12","60","true","6","26","10"
"3459","12","60","true","6","354","365"
"3465","12","60","true","6","143","117"
"3454","12","60","true","6","486","12"
"3458","12","60","true","6","470","363"
"3455","12","60","true","6","526","319"
"3469","12","60","true","6","147","85"
"3462","12","60","true","6","522","342"
"3472","12","60","true","6","124","119"
"3473","12","60","true","6","94","6"
"3470","12","60","true","6","235","177"
"3466","12","60","true","6","489","430"
"3471","12","60","true","6","336","351"
"3476","12","60","true","6","237","177"
"3467","12","60","true","6","620","333"
"3474","12","60","true","6","316","347"
"3477","12","60","true","6","361","330"
"3468","12","60","true","6","696","414"
"3463","12","60","true","6","898","403"
"3481","12","60","true","6","93","133"
"3484","12","60","true","6","40","36"
"3482","12","60","true","6","55","28"
"3486","12","60","true","6","130","54"
"3487","12","60","true","6","135","38"
"3480","12","60","true","6","237","363"
"3478","12","60","true","6","450","417"
"3475","12","60","true","6","698","409"
"3488","12","60","true","6","129","77"
"3485","12","60","true","6","325","293"
"3483","12","60","true","6","554","445"
"3490","12","60","true","6","385","402"
"3491","12","60","true","6","463","54"
"3492","12","60","true","6","374","353"
"3494","12","60","true","6","531","251"
"3493","12","60","true","6","454","446"
"3489","12","60","true","6","800","421"
"3479","12","60","true","6","1163","471"
"3500","12","60","true","6","120","2"
"3499","12","60","true","6","246","335"
"3498","12","60","true","6","470","290"
"3496","12","60","true","6","651","1"
"3501","12","60","true","12","297","163"
"3505","12","60","true","12","89","35"
"3506","12","60","true","12","127","11"
"3507","12","60","true","12","182","40"
"3502","12","60","true","12","445","204"
"3497","12","60","true","6","804","301"
"3503","12","60","true","12","540","337"
"3511","12","60","true","12","175","99"
"3495","12","60","true","6","1232","21"
"3508","12","60","true","12","470","163"
"3509","12","60","true","12","450","24"
"3515","12","60","true","12","35","4"
"3513","12","60","true","12","223","217"
"3504","12","60","true","12","707","330"
"3514","12","60","true","12","274","188"
"3510","12","60","true","12","496","113"
"3517","12","60","true","12","211","303"
"3522","12","60","true","12","140","47"
"3518","12","60","true","12","367","200"
"3525","12","60","true","12","97","88"
"3524","12","60","true","12","192","10"
"3523","12","60","true","12","192","214"
"3528","12","60","true","12","6","3"
"3520","12","60","true","12","477","457"
"3530","12","60","true","12","8","1"
"3512","12","60","true","12","935","468"
"3516","12","60","true","12","753","366"
"3533","12","60","true","12","8","1"
"3519","12","60","true","12","641","242"
"3535","12","60","true","12","9","2"
"3527","12","60","true","12","366","17"
"3521","12","60","true","12","719","182"
"3526","12","60","true","12","406","32"
"3536","12","60","true","12","141","32"
"3537","12","60","true","12","171","45"
"3540","12","60","true","12","144","57"
"3531","12","60","true","12","541","252"
"3532","12","60","true","12","440","369"
"3529","12","60","true","12","650","96"
"3541","12","60","true","12","222","1"
"3534","12","60","true","12","546","38"
"3542","12","60","true","12","226","91"
"3545","12","60","true","12","156","1"
"3538","12","60","true","12","513","116"
"3539","12","60","true","12","543","458"
"3544","12","60","true","12","296","191"
"3552","12","60","true","12","43","3"
"3547","12","60","true","12","408","7"
"3553","12","60","true","12","299","85"
"3555","12","60","true","12","79","41"
"3551","12","60","true","12","554","247"
"3546","12","60","true","12","831","350"
"3558","12","60","true","12","13","10"
"3554","12","60","true","12","327","274"
"3550","12","60","true","12","649","464"
"3549","12","60","true","12","758","157"
"3557","12","60","true","12","260","314"
"3559","12","60","true","12","232","48"
"3548","12","60","true","12","1064","386"
"3560","12","60","true","12","431","268"
"3562","12","60","true","12","337","376"
"3566","12","60","true","12","46","1"
"3561","12","60","true","12","409","429"
"3543","12","60","true","12","1483","386"
"3565","12","60","true","12","122","3"
"3569","12","60","true","12","37","19"
"3563","12","60","true","12","429","132"
"3570","12","60","true","12","149","116"
"3573","12","60","true","12","54","20"
"3567","12","60","true","12","304","388"
"3575","12","60","true","12","183","72"
"3556","12","60","true","12","973","372"
"3564","12","60","true","12","738","48"
"3577","12","60","true","12","92","46"
"3568","12","60","true","12","501","201"
"3572","12","60","true","12","492","343"
"3571","12","60","true","12","539","344"
"3579","12","60","true","12","136","160"
"3576","12","60","true","12","515","336"
"3584","12","60","true","12","259","102"
"3580","12","60","true","12","455","104"
"3574","12","60","true","12","736","350"
"3583","12","60","true","12","314","376"
"3588","12","60","true","12","251","7"
"3589","12","60","true","12","60","1"
"3581","12","60","true","12","665","279"
"3578","12","60","true","12","714","59"
"3586","12","60","true","12","306","219"
"3585","12","60","true","12","410","344"
"3587","12","60","true","12","306","221"
"3594","12","60","true","12","126","42"
"3597","12","60","true","12","81","16"
"3593","12","60","true","12","357","296"
"3582","12","60","true","12","1073","111"
"3595","12","60","true","12","370","368"
"3598","12","60","true","12","223","160"
"3599","12","60","true","12","130","75"
"3596","12","60","true","12","467","453"
"3591","12","60","true","12","611","424"
"3600","12","60","true","12","283","67"
"3592","12","60","true","12","714","394"
"3590","12","60","true","12","1131","332"
"3603","12","70","true","1","689","621"
"3601","12","70","true","1","720","622"
"3604","12","70","true","1","843","559"
"3602","12","70","true","1","1149","610"
"3606","12","70","true","1","942","599"
"3608","12","70","true","1","614","608"
"3607","12","70","true","1","1050","615"
"3614","12","70","true","1","28","4"
"3611","12","70","true","1","561","286"
"3609","12","70","true","1","648","581"
"3610","12","70","true","1","618","590"
"3605","12","70","true","1","1221","615"
"3616","12","70","true","1","556","602"
"3618","12","70","true","1","626","622"
"3617","12","70","true","1","633","613"
"3612","12","70","true","1","934","623"
"3613","12","70","true","1","1268","583"
"3619","12","70","true","1","890","602"
"3620","12","70","true","1","632","586"
"3623","12","70","true","1","632","619"
"3621","12","70","true","1","952","588"
"3622","12","70","true","1","664","625"
"3615","12","70","true","1","1868","568"
"3627","12","70","true","1","583","612"
"3626","12","70","true","1","719","591"
"3624","12","70","true","1","1157","583"
"3625","12","70","true","1","923","621"
"3629","12","70","true","1","536","619"
"3630","12","70","true","1","677","608"
"3628","12","70","true","1","918","614"
"3632","12","70","true","1","574","595"
"3631","12","70","true","1","796","614"
"3636","12","70","true","1","679","613"
"3634","12","70","true","1","1121","621"
"3638","12","70","true","1","592","611"
"3642","12","70","true","1","21","1"
"3635","12","70","true","1","1140","618"
"3633","12","70","true","1","1202","610"
"3637","12","70","true","1","1343","614"
"3639","12","70","true","1","824","618"
"3644","12","70","true","1","525","620"
"3643","12","70","true","1","540","607"
"3650","12","70","true","1","8","6"
"3640","12","70","true","1","1120","621"
"3646","12","70","true","1","545","572"
"3641","12","70","true","1","1013","616"
"3645","12","70","true","1","1030","608"
"3652","12","70","true","1","572","607"
"3653","12","70","true","1","560","618"
"3649","12","70","true","1","728","615"
"3654","12","70","true","1","666","595"
"3651","12","70","true","1","1156","621"
"3648","12","70","true","1","972","609"
"3647","12","70","true","1","1512","620"
"3658","12","70","true","1","896","604"
"3657","12","70","true","1","969","611"
"3660","12","70","true","1","580","603"
"3655","12","70","true","1","1434","623"
"3656","12","70","true","1","1379","617"
"3659","12","70","true","1","1192","555"
"3662","12","70","true","1","682","604"
"3665","12","70","true","1","522","476"
"3661","12","70","true","1","953","604"
"3664","12","70","true","1","824","618"
"3668","12","70","true","1","545","592"
"3669","12","70","true","1","662","613"
"3663","12","70","true","1","1280","581"
"3666","12","70","true","1","960","622"
"3667","12","70","true","1","1059","612"
"3672","12","70","true","1","874","596"
"3674","12","70","true","1","733","614"
"3673","12","70","true","1","859","565"
"3670","12","70","true","1","1194","616"
"3677","12","70","true","1","603","570"
"3675","12","70","true","1","940","604"
"3671","12","70","true","1","1046","581"
"3676","12","70","true","1","989","624"
"3684","12","70","true","1","373","252"
"3681","12","70","true","1","731","603"
"3680","12","70","true","1","758","602"
"3679","12","70","true","1","855","606"
"3685","12","70","true","1","421","553"
"3683","12","70","true","1","736","600"
"3682","12","70","true","1","929","620"
"3678","12","70","true","1","1234","597"
"3686","12","70","true","1","680","616"
"3693","12","70","true","1","622","552"
"3695","12","70","true","1","19","16"
"3691","12","70","true","1","839","622"
"3688","12","70","true","1","1085","604"
"3690","12","70","true","1","1034","623"
"3689","12","70","true","1","1201","609"
"3687","12","70","true","1","1366","609"
"3700","12","70","true","1","426","581"
"3698","12","70","true","1","650","607"
"3697","12","70","true","1","828","599"
"3692","12","70","true","1","1665","619"
"3696","12","70","true","1","954","574"
"3699","12","70","true","1","844","604"
"3694","12","70","true","1","1245","621"
"3703","12","70","true","2","391","602"
"3705","12","70","true","2","427","562"
"3702","12","70","true","2","675","516"
"3704","12","70","true","2","638","623"
"3709","12","70","true","2","515","621"
"3707","12","70","true","2","889","614"
"3701","12","70","true","2","1730","614"
"3711","12","70","true","2","649","599"
"3712","12","70","true","2","726","580"
"3710","12","70","true","2","894","592"
"3708","12","70","true","2","1045","595"
"3719","12","70","true","2","39","3"
"3714","12","70","true","2","541","596"
"3716","12","70","true","2","575","594"
"3706","12","70","true","2","1800","611"
"3713","12","70","true","2","1172","621"
"3717","12","70","true","2","578","605"
"3715","12","70","true","2","1067","601"
"3721","12","70","true","2","540","624"
"3722","12","70","true","2","650","575"
"3720","12","70","true","2","842","617"
"3724","12","70","true","2","590","594"
"3726","12","70","true","2","480","600"
"3725","12","70","true","2","647","594"
"3718","12","70","true","2","1754","590"
"3733","12","70","true","2","54","14"
"3731","12","70","true","2","556","622"
"3728","12","70","true","2","660","612"
"3723","12","70","true","2","1331","607"
"3727","12","70","true","2","1119","622"
"3734","12","70","true","2","306","5"
"3730","12","70","true","2","937","613"
"3729","12","70","true","2","782","573"
"3732","12","70","true","2","894","600"
"3735","12","70","true","2","569","611"
"3739","12","70","true","2","475","613"
"3736","12","70","true","2","874","568"
"3737","12","70","true","2","850","595"
"3741","12","70","true","2","406","609"
"3738","12","70","true","2","853","605"
"3740","12","70","true","2","723","586"
"3742","12","70","true","2","679","615"
"3743","12","70","true","2","1009","622"
"3750","12","70","true","2","758","627"
"3745","12","70","true","2","1022","621"
"3749","12","70","true","2","919","600"
"3747","12","70","true","2","758","610"
"3746","12","70","true","2","1232","612"
"3748","12","70","true","2","1199","617"
"3744","12","70","true","2","1803","566"
"3753","12","70","true","2","438","608"
"3752","12","70","true","2","654","605"
"3751","12","70","true","2","1025","614"
"3754","12","70","true","2","709","611"
"3756","12","70","true","2","590","619"
"3755","12","70","true","2","665","582"
"3757","12","70","true","2","953","581"
"3758","12","70","true","2","672","617"
"3761","12","70","true","2","501","592"
"3762","12","70","true","2","667","620"
"3760","12","70","true","2","859","609"
"3765","12","70","true","2","503","617"
"3759","12","70","true","2","1408","615"
"3767","12","70","true","2","604","597"
"3763","12","70","true","2","1118","612"
"3768","12","70","true","2","706","597"
"3770","12","70","true","2","481","577"
"3766","12","70","true","2","1208","598"
"3764","12","70","true","2","1109","607"
"3772","12","70","true","2","687","605"
"3769","12","70","true","2","1068","609"
"3771","12","70","true","2","894","596"
"3773","12","70","true","2","854","573"
"3774","12","70","true","2","865","609"
"3779","12","70","true","2","484","616"
"3775","12","70","true","2","918","596"
"3777","12","70","true","2","631","607"
"3780","12","70","true","2","438","616"
"3778","12","70","true","2","840","623"
"3776","12","70","true","2","1159","554"
"3782","12","70","true","2","508","584"
"3783","12","70","true","2","533","607"
"3781","12","70","true","2","698","625"
"3786","12","70","true","2","670","596"
"3784","12","70","true","2","853","597"
"3788","12","70","true","2","572","599"
"3785","12","70","true","2","683","607"
"3789","12","70","true","2","643","604"
"3791","12","70","true","2","692","609"
"3787","12","70","true","2","1008","620"
"3793","12","70","true","2","605","624"
"3796","12","70","true","2","482","520"
"3794","12","70","true","2","677","613"
"3795","12","70","true","2","621","562"
"3792","12","70","true","2","1149","587"
"3798","12","70","true","2","755","605"
"3799","12","70","true","2","470","585"
"3790","12","70","true","2","1667","615"
"3797","12","70","true","2","924","606"
"3801","12","70","true","3","650","614"
"3800","12","70","true","2","637","593"
"3802","12","70","true","3","438","614"
"3807","12","70","true","3","322","613"
"3804","12","70","true","3","710","615"
"3803","12","70","true","3","741","592"
"3809","12","70","true","3","489","611"
"3808","12","70","true","3","572","591"
"3806","12","70","true","3","968","622"
"3810","12","70","true","3","574","607"
"3805","12","70","true","3","1086","601"
"3812","12","70","true","3","472","613"
"3811","12","70","true","3","647","606"
"3819","12","70","true","3","189","1"
"3815","12","70","true","3","704","591"
"3817","12","70","true","3","509","617"
"3818","12","70","true","3","614","596"
"3813","12","70","true","3","1092","621"
"3814","12","70","true","3","962","615"
"3816","12","70","true","3","859","600"
"3821","12","70","true","3","714","21"
"3820","12","70","true","3","717","612"
"3825","12","70","true","3","474","591"
"3826","12","70","true","3","608","615"
